enrollment_id,student_id,course_id,instructor_id,term_id,dept_id,final_grade,gpa_points,credits_attempted,credits_earned
2038,445,3,5,3,2,F,0.0,4,0
2039,41,41,2,12,2,B,3.0,4,4
2040,414,44,11,3,2,F,0.0,3,0
2041,265,47,10,11,5,C,2.0,4,4
2042,230,9,6,5,3,A,4.0,4,4
2043,439,28,1,15,4,B,3.0,4,4
2044,107,40,10,2,2,A,4.0,4,4
2045,322,32,2,13,1,B,3.0,4,4
2046,393,20,9,14,1,F,0.0,3,0
2047,49,30,6,3,3,B,3.0,3,3
2048,35,18,10,6,3,B,3.0,3,3
2049,37,12,12,13,4,C,2.0,4,4
2050,243,17,13,15,4,B,3.0,4,4
2051,482,8,10,8,1,D,1.0,4,4
2052,440,19,7,7,5,B,3.0,3,3
2053,226,24,9,14,5,C,2.0,3,3
2054,192,6,11,7,5,F,0.0,4,0
2055,135,44,1,10,1,B,3.0,3,3
2056,359,36,1,3,1,C,2.0,3,3
2057,193,11,10,7,1,B,3.0,3,3
2058,199,30,11,2,3,F,0.0,3,0
2059,240,42,9,15,4,B,3.0,3,3
2060,44,12,12,2,4,F,0.0,4,0
2061,103,26,6,2,3,C,2.0,4,4
2062,310,32,4,12,4,B,3.0,4,4
2063,143,30,1,9,2,F,0.0,3,0
2064,75,41,4,6,5,B,3.0,4,4
2065,308,50,7,1,3,F,0.0,3,0
2066,243,14,1,4,1,F,0.0,4,0
2067,139,17,11,3,1,B,3.0,4,4
2068,36,18,7,2,3,F,0.0,3,0
2069,447,27,9,4,3,B,3.0,4,4
2070,426,4,2,15,4,C,2.0,3,3
2071,494,49,5,3,2,D,1.0,4,4
2072,483,27,8,8,5,B,3.0,4,4
2073,495,45,7,6,5,D,1.0,3,3
2074,422,1,9,13,5,B,3.0,3,3
2075,40,47,11,10,5,B,3.0,4,4
2076,166,43,14,12,3,A,4.0,4,4
2077,78,30,15,3,4,C,2.0,3,3
2078,59,44,7,5,5,A,4.0,3,3
2079,231,9,11,8,5,B,3.0,4,4
2080,19,14,12,4,4,F,0.0,4,0
2081,397,11,10,7,2,D,1.0,3,3
2082,108,13,11,10,1,D,1.0,3,3
2083,417,24,1,5,3,F,0.0,3,0
2084,420,8,12,8,4,F,0.0,4,0
2085,211,23,6,14,5,F,0.0,3,0
2086,268,49,6,2,2,F,0.0,4,0
2087,220,24,3,9,5,B,3.0,3,3
2088,278,28,7,5,4,C,2.0,4,4
2089,360,40,15,15,1,B,3.0,4,4
2090,413,7,2,11,1,A,4.0,3,3
2091,478,27,2,8,5,F,0.0,4,0
2092,52,41,8,9,5,B,3.0,4,4
2093,342,19,14,7,2,B,3.0,3,3
2094,398,30,9,7,1,B,3.0,3,3
2095,439,31,2,6,4,F,0.0,4,0
2096,465,42,12,13,4,A,4.0,3,3
2097,482,24,13,4,5,C,2.0,3,3
2098,138,43,5,5,4,B,3.0,4,4
2099,3,27,1,1,1,B,3.0,4,4
2100,405,24,14,14,5,A,4.0,3,3
2101,163,22,3,10,4,B,3.0,4,4
2102,285,26,4,10,4,B,3.0,4,4
2103,411,37,7,3,4,B,3.0,3,3
2104,207,21,9,3,4,B,3.0,3,3
2105,51,46,13,3,5,B,3.0,3,3
2106,324,37,13,7,3,F,0.0,3,0
2107,82,21,4,2,1,A,4.0,3,3
2108,224,1,11,13,5,B,3.0,3,3
2109,15,40,12,9,1,A,4.0,4,4
2110,196,2,12,12,2,F,0.0,3,0
2111,325,41,13,6,2,B,3.0,4,4
2112,335,15,5,4,5,B,3.0,3,3
2113,372,50,13,13,4,C,2.0,3,3
2114,338,4,5,2,2,A,4.0,3,3
2115,327,38,14,2,1,F,0.0,3,0
2116,475,39,2,2,2,C,2.0,4,4
2117,135,12,2,2,4,D,1.0,4,4
2118,468,14,7,2,4,A,4.0,4,4
2119,212,5,8,11,1,B,3.0,3,3
2120,352,27,7,15,3,F,0.0,4,0
2121,414,11,3,5,1,B,3.0,3,3
2122,338,37,11,10,1,B,3.0,3,3
2123,500,22,6,8,5,A,4.0,4,4
2124,280,1,3,9,3,B,3.0,3,3
2125,99,39,1,9,1,F,0.0,4,0
2126,263,49,3,4,3,B,3.0,4,4
2127,461,14,1,6,2,B,3.0,4,4
2128,43,47,12,3,3,C,2.0,4,4
2129,247,13,2,6,5,C,2.0,3,3
2130,240,48,13,8,4,F,0.0,4,0
2131,485,26,15,4,3,B,3.0,4,4
2132,102,44,14,15,3,D,1.0,3,3
2133,53,38,13,13,5,C,2.0,3,3
2134,85,14,12,8,4,F,0.0,4,0
2135,217,39,12,5,3,A,4.0,4,4
2136,56,39,7,7,2,A,4.0,4,4
2137,181,24,15,11,1,F,0.0,3,0
2138,86,3,9,5,5,F,0.0,4,0
2139,151,39,14,15,5,D,1.0,4,4
2140,204,2,2,3,3,F,0.0,3,0
2141,405,12,6,4,1,B,3.0,4,4
2142,337,24,6,3,3,B,3.0,3,3
2143,5,21,12,1,3,B,3.0,3,3
2144,239,37,13,6,2,F,0.0,3,0
2145,34,25,5,10,2,F,0.0,3,0
2146,112,7,9,5,5,B,3.0,3,3
2147,294,42,7,11,4,C,2.0,3,3
2148,417,21,4,4,1,F,0.0,3,0
2149,256,3,5,7,1,B,3.0,4,4
2150,232,11,10,6,5,D,1.0,3,3
2151,122,37,1,5,1,A,4.0,3,3
2152,3,30,5,3,4,B,3.0,3,3
2153,459,35,15,9,1,C,2.0,3,3
2154,331,2,2,8,1,F,0.0,3,0
2155,371,20,5,6,3,D,1.0,3,3
2156,41,36,13,6,4,A,4.0,3,3
2157,25,26,5,12,4,F,0.0,4,0
2158,435,42,15,2,3,A,4.0,3,3
2159,53,2,4,1,1,B,3.0,3,3
2160,54,21,14,12,4,B,3.0,3,3
2161,88,6,4,12,3,F,0.0,4,0
2162,3,45,14,1,3,B,3.0,3,3
2163,57,4,5,2,3,C,2.0,3,3
2164,353,40,13,13,4,C,2.0,4,4
2165,358,11,15,3,5,F,0.0,3,0
2166,62,9,6,14,2,A,4.0,4,4
2167,455,27,11,8,1,F,0.0,4,0
2168,271,16,10,8,4,C,2.0,4,4
2169,165,50,12,8,2,B,3.0,3,3
2170,136,50,5,12,1,D,1.0,3,3
2171,286,16,11,11,2,B,3.0,4,4
2172,39,32,1,4,1,B,3.0,4,4
2173,240,25,4,8,1,C,2.0,3,3
2174,107,38,13,9,5,C,2.0,3,3
2175,390,20,12,8,2,F,0.0,3,0
2176,55,9,4,15,3,D,1.0,4,4
2177,500,29,14,10,5,B,3.0,4,4
2178,400,26,4,2,3,F,0.0,4,0
2179,85,44,5,14,5,B,3.0,3,3
2180,76,30,15,2,1,B,3.0,3,3
2181,9,30,3,5,1,F,0.0,3,0
2182,339,34,8,6,3,B,3.0,4,4
2183,475,36,2,6,4,B,3.0,3,3
2184,78,26,9,7,5,C,2.0,4,4
2185,28,29,5,6,1,B,3.0,4,4
2186,333,25,12,15,4,B,3.0,3,3
2187,151,13,7,3,5,C,2.0,3,3
2188,272,39,8,9,4,B,3.0,4,4
2189,349,4,11,4,1,B,3.0,3,3
2190,59,4,15,1,5,C,2.0,3,3
2191,123,5,9,2,3,B,3.0,3,3
2192,452,40,12,12,4,D,1.0,4,4
2193,202,7,4,12,3,F,0.0,3,0
2194,106,11,13,4,3,C,2.0,3,3
2195,362,39,5,12,1,B,3.0,4,4
2196,95,33,15,12,5,F,0.0,3,0
2197,379,20,14,15,2,B,3.0,3,3
2198,162,44,2,3,2,C,2.0,3,3
2199,461,30,3,1,4,F,0.0,3,0
2200,172,2,3,5,1,B,3.0,3,3
2201,348,49,14,1,5,D,1.0,4,4
2202,497,31,10,1,4,B,3.0,4,4
2203,242,8,1,14,1,A,4.0,4,4
2204,349,19,14,4,5,F,0.0,3,0
2205,86,49,3,13,1,B,3.0,4,4
2206,156,48,6,8,4,D,1.0,4,4
2207,280,17,11,8,3,D,1.0,4,4
2208,235,1,14,6,3,C,2.0,3,3
2209,457,34,13,11,5,F,0.0,4,0
2210,58,18,11,9,1,B,3.0,3,3
2211,211,15,11,3,3,F,0.0,3,0
2212,16,16,10,12,4,D,1.0,4,4
2213,106,48,2,4,4,B,3.0,4,4
2214,495,18,15,11,5,F,0.0,3,0
2215,491,34,3,5,3,C,2.0,4,4
2216,201,38,7,5,3,B,3.0,3,3
2217,22,38,9,12,3,A,4.0,3,3
2218,63,28,13,8,5,D,1.0,4,4
2219,148,8,1,8,2,F,0.0,4,0
2220,349,10,9,5,5,F,0.0,4,0
2221,341,11,5,8,3,B,3.0,3,3
2222,410,19,1,8,1,B,3.0,3,3
2223,145,38,2,1,4,C,2.0,3,3
2224,3,28,6,11,1,B,3.0,4,4
2225,129,9,6,15,3,F,0.0,4,0
2226,341,50,9,3,1,C,2.0,3,3
2227,74,47,4,7,5,B,3.0,4,4
2228,149,15,1,8,3,B,3.0,3,3
2229,416,44,11,7,4,D,1.0,3,3
2230,496,7,15,5,3,A,4.0,3,3
2231,160,12,10,7,3,A,4.0,4,4
2232,72,44,13,4,3,B,3.0,3,3
2233,214,36,4,5,3,B,3.0,3,3
2234,153,37,15,11,4,F,0.0,3,0
2235,94,25,13,15,4,B,3.0,3,3
2236,71,34,8,12,3,F,0.0,4,0
2237,479,44,12,6,4,D,1.0,3,3
2238,219,30,7,7,4,A,4.0,3,3
2239,468,36,1,13,4,B,3.0,3,3
2240,387,9,10,15,3,B,3.0,4,4
2241,298,33,6,3,5,F,0.0,3,0
2242,461,37,15,5,1,D,1.0,3,3
2243,65,26,11,1,4,F,0.0,4,0
2244,236,4,2,1,3,B,3.0,3,3
2245,171,39,2,14,3,A,4.0,4,4
2246,247,45,6,14,1,B,3.0,3,3
2247,380,38,11,9,1,B,3.0,3,3
2248,265,10,9,12,4,B,3.0,4,4
2249,115,44,11,14,2,C,2.0,3,3
2250,322,20,12,15,1,F,0.0,3,0
2251,320,45,4,2,1,A,4.0,3,3
2252,79,39,15,2,5,B,3.0,4,4
2253,127,14,2,8,1,F,0.0,4,0
2254,228,26,1,15,1,C,2.0,4,4
2255,208,31,3,14,2,F,0.0,4,0
2256,134,40,11,8,5,B,3.0,4,4
2257,222,10,11,1,2,B,3.0,4,4
2258,420,48,11,4,2,F,0.0,4,0
2259,380,45,9,4,4,F,0.0,3,0
2260,149,19,11,2,5,F,0.0,3,0
2261,189,43,5,7,4,B,3.0,4,4
2262,238,27,14,7,2,A,4.0,4,4
2263,146,30,2,10,4,A,4.0,3,3
2264,298,20,1,11,5,F,0.0,3,0
2265,22,23,3,8,4,C,2.0,3,3
2266,5,11,6,9,5,B,3.0,3,3
2267,179,46,9,7,5,B,3.0,3,3
2268,90,42,3,6,5,C,2.0,3,3
2269,236,46,14,13,2,C,2.0,3,3
2270,402,49,11,5,4,B,3.0,4,4
2271,470,42,8,7,4,A,4.0,3,3
2272,338,12,10,12,5,F,0.0,4,0
2273,133,9,12,6,5,A,4.0,4,4
2274,179,38,10,14,4,B,3.0,3,3
2275,24,2,14,12,2,B,3.0,3,3
2276,50,43,2,8,4,C,2.0,4,4
2277,390,15,13,13,2,B,3.0,3,3
2278,461,12,12,15,4,F,0.0,4,0
2279,473,5,1,10,3,B,3.0,3,3
2280,20,48,2,8,3,A,4.0,4,4
2281,324,2,15,3,3,B,3.0,3,3
2282,358,29,7,3,5,F,0.0,4,0
2283,103,13,5,8,4,C,2.0,3,3
2284,116,13,12,3,4,F,0.0,3,0
2285,415,13,2,10,1,B,3.0,3,3
2286,105,3,13,3,1,D,1.0,4,4
2287,397,27,10,9,1,C,2.0,4,4
2288,95,44,12,15,5,F,0.0,3,0
2289,98,14,10,14,4,F,0.0,4,0
2290,181,23,10,15,5,B,3.0,3,3
2291,411,5,8,7,4,B,3.0,3,3
2292,292,6,3,13,5,C,2.0,4,4
2293,52,8,8,4,1,A,4.0,4,4
2294,277,22,1,4,3,C,2.0,4,4
2295,200,46,6,2,2,C,2.0,3,3
2296,39,35,10,4,5,A,4.0,3,3
2297,257,20,7,10,1,F,0.0,3,0
2298,358,8,10,8,3,A,4.0,4,4
2299,17,22,7,5,2,C,2.0,4,4
2300,455,49,1,3,2,F,0.0,4,0
2301,419,47,6,15,1,B,3.0,4,4
2302,253,5,13,10,5,B,3.0,3,3
2303,178,5,7,10,5,B,3.0,3,3
2304,455,36,8,3,3,B,3.0,3,3
2305,54,3,8,9,2,D,1.0,4,4
2306,221,31,5,13,2,A,4.0,4,4
2307,477,4,1,13,2,F,0.0,3,0
2308,312,25,11,11,1,F,0.0,3,0
2309,247,4,7,13,4,B,3.0,3,3
2310,221,45,7,9,2,B,3.0,3,3
2311,225,8,15,10,3,D,1.0,4,4
2312,100,22,7,15,1,B,3.0,4,4
2313,119,6,10,1,2,F,0.0,4,0
2314,383,49,15,13,5,A,4.0,4,4
2315,24,1,14,12,2,B,3.0,3,3
2316,40,4,3,8,2,C,2.0,3,3
2317,23,21,6,10,2,C,2.0,3,3
2318,67,39,7,8,1,B,3.0,4,4
2319,40,17,9,4,4,D,1.0,4,4
2320,460,15,8,12,3,D,1.0,3,3
2321,400,36,5,14,2,F,0.0,3,0
2322,458,18,6,12,5,F,0.0,3,0
2323,54,4,6,15,4,A,4.0,3,3
2324,249,18,2,4,2,F,0.0,3,0
2325,119,20,12,9,2,B,3.0,3,3
2326,191,47,14,13,2,B,3.0,4,4
2327,121,45,8,11,4,B,3.0,3,3
2328,11,32,14,1,3,C,2.0,4,4
2329,302,25,5,14,1,B,3.0,3,3
2330,143,40,7,8,1,D,1.0,4,4
2331,197,29,1,4,2,D,1.0,4,4
2332,95,43,7,9,1,C,2.0,4,4
2333,17,35,13,6,1,A,4.0,3,3
2334,387,22,15,14,3,A,4.0,4,4
2335,111,49,1,6,5,F,0.0,4,0
2336,444,28,13,12,1,B,3.0,4,4
2337,284,25,12,15,3,F,0.0,3,0
2338,238,28,10,12,5,F,0.0,4,0
2339,134,11,7,8,2,B,3.0,3,3
2340,465,1,5,13,3,B,3.0,3,3
2341,128,50,9,5,3,A,4.0,3,3
2342,203,3,10,5,3,C,2.0,4,4
2343,338,17,13,11,5,A,4.0,4,4
2344,64,20,10,11,3,C,2.0,3,3
2345,434,12,8,8,1,F,0.0,4,0
2346,5,30,1,6,4,F,0.0,3,0
2347,112,27,1,10,1,C,2.0,4,4
2348,460,40,9,6,1,F,0.0,4,0
2349,93,17,13,13,3,C,2.0,4,4
2350,445,32,3,4,2,B,3.0,4,4
2351,447,40,11,1,2,B,3.0,4,4
2352,336,3,3,11,5,F,0.0,4,0
2353,297,21,1,9,2,B,3.0,3,3
2354,488,46,5,5,1,D,1.0,3,3
2355,277,46,1,10,2,D,1.0,3,3
2356,56,5,9,8,1,F,0.0,3,0
2357,40,16,4,6,5,D,1.0,4,4
2358,425,44,7,2,4,C,2.0,3,3
2359,74,2,6,10,3,C,2.0,3,3
2360,500,27,15,11,3,F,0.0,4,0
2361,483,19,10,1,2,D,1.0,3,3
2362,23,19,15,3,5,A,4.0,3,3
2363,55,39,4,13,3,F,0.0,4,0
2364,367,50,12,9,5,D,1.0,3,3
2365,482,14,7,14,5,B,3.0,4,4
2366,337,47,3,7,1,B,3.0,4,4
2367,491,15,10,9,5,F,0.0,3,0
2368,376,27,9,12,1,F,0.0,4,0
2369,409,4,10,8,5,F,0.0,3,0
2370,226,21,5,4,5,C,2.0,3,3
2371,467,16,6,4,3,B,3.0,4,4
2372,234,21,12,2,2,F,0.0,3,0
2373,376,27,6,2,3,F,0.0,4,0
2374,259,5,15,6,4,A,4.0,3,3
2375,118,29,13,7,2,A,4.0,4,4
2376,424,9,15,9,2,F,0.0,4,0
2377,346,38,11,3,5,C,2.0,3,3
2378,408,19,6,6,1,B,3.0,3,3
2379,210,27,9,3,5,F,0.0,4,0
2380,324,50,4,15,2,F,0.0,3,0
2381,8,11,2,7,3,F,0.0,3,0
2382,365,31,12,2,2,B,3.0,4,4
2383,427,28,1,12,2,B,3.0,4,4
2384,68,33,14,9,4,F,0.0,3,0
2385,182,9,7,12,5,B,3.0,4,4
2386,365,19,2,6,3,A,4.0,3,3
2387,312,40,2,12,1,B,3.0,4,4
2388,379,23,8,15,4,F,0.0,3,0
2389,380,28,5,13,4,B,3.0,4,4
2390,376,12,12,13,5,F,0.0,4,0
2391,43,10,15,1,5,A,4.0,4,4
2392,190,44,11,8,4,C,2.0,3,3
2393,225,12,9,12,5,C,2.0,4,4
2394,484,50,2,4,3,F,0.0,3,0
2395,175,4,10,9,5,A,4.0,3,3
2396,261,28,5,6,4,C,2.0,4,4
2397,388,12,3,1,2,F,0.0,4,0
2398,266,18,10,15,5,C,2.0,3,3
2399,51,23,5,3,1,C,2.0,3,3
2400,141,32,8,4,2,C,2.0,4,4
2401,481,17,10,13,1,B,3.0,4,4
2402,342,18,3,2,2,F,0.0,3,0
2403,430,33,13,3,1,A,4.0,3,3
2404,463,3,15,9,5,B,3.0,4,4
2405,4,32,14,14,1,D,1.0,4,4
2406,105,19,10,7,4,F,0.0,3,0
2407,65,30,5,15,1,B,3.0,3,3
2408,228,28,8,5,1,B,3.0,4,4
2409,143,47,11,2,3,B,3.0,4,4
2410,382,15,12,2,3,B,3.0,3,3
2411,260,22,5,8,5,B,3.0,4,4
2412,362,45,6,15,1,F,0.0,3,0
2413,52,46,13,9,3,B,3.0,3,3
2414,431,36,11,14,1,A,4.0,3,3
2415,126,9,10,7,2,B,3.0,4,4
2416,136,31,3,8,2,F,0.0,4,0
2417,145,9,4,11,1,F,0.0,4,0
2418,439,47,12,4,1,F,0.0,4,0
2419,35,32,9,10,2,B,3.0,4,4
2420,20,27,12,5,5,D,1.0,4,4
2421,324,38,4,11,3,F,0.0,3,0
2422,272,43,3,15,3,B,3.0,4,4
2423,449,19,11,8,4,D,1.0,3,3
2424,307,23,9,8,3,B,3.0,3,3
2425,113,8,15,15,3,F,0.0,4,0
2426,497,29,6,4,4,B,3.0,4,4
2427,91,30,6,11,1,D,1.0,3,3
2428,357,26,12,3,4,F,0.0,4,0
2429,308,27,11,4,1,C,2.0,4,4
2430,138,33,4,15,4,B,3.0,3,3
2431,288,50,6,5,3,F,0.0,3,0
2432,201,29,7,7,3,B,3.0,4,4
2433,138,32,12,4,3,B,3.0,4,4
2434,158,29,7,4,5,B,3.0,4,4
2435,275,14,13,11,1,A,4.0,4,4
2436,313,22,3,10,5,A,4.0,4,4
2437,487,47,1,13,4,B,3.0,4,4
2438,400,46,6,15,3,F,0.0,3,0
2439,33,42,1,9,2,D,1.0,3,3
2440,275,13,3,14,5,D,1.0,3,3
2441,441,46,4,5,2,D,1.0,3,3
2442,170,27,4,9,2,A,4.0,4,4
2443,19,2,13,9,1,F,0.0,3,0
2444,204,32,1,3,3,C,2.0,4,4
2445,13,15,11,13,2,B,3.0,3,3
2446,140,48,2,14,4,D,1.0,4,4
2447,68,48,15,5,1,B,3.0,4,4
2448,38,33,12,12,4,A,4.0,3,3
2449,8,48,14,9,5,B,3.0,4,4
2450,49,48,10,13,4,B,3.0,4,4
2451,426,39,14,5,3,F,0.0,4,0
2452,263,48,1,5,3,F,0.0,4,0
2453,104,7,5,11,5,F,0.0,3,0
2454,193,19,7,2,2,F,0.0,3,0
2455,288,18,8,5,5,F,0.0,3,0
2456,126,25,1,8,4,D,1.0,3,3
2457,391,35,12,2,4,B,3.0,3,3
2458,296,2,7,13,2,F,0.0,3,0
2459,190,31,10,2,3,C,2.0,4,4
2460,74,41,2,2,5,B,3.0,4,4
2461,107,32,10,4,1,B,3.0,4,4
2462,207,40,14,8,5,A,4.0,4,4
2463,390,15,1,13,4,C,2.0,3,3
2464,211,20,12,6,2,B,3.0,3,3
2465,165,45,10,10,4,A,4.0,3,3
2466,138,45,4,13,5,F,0.0,3,0
2467,280,32,6,11,2,C,2.0,4,4
2468,237,46,8,9,5,B,3.0,3,3
2469,472,7,7,12,1,D,1.0,3,3
2470,66,49,1,3,5,B,3.0,4,4
2471,86,13,8,14,1,B,3.0,3,3
2472,454,28,8,3,5,F,0.0,4,0
2473,72,48,14,9,4,D,1.0,4,4
2474,5,19,2,7,3,C,2.0,3,3
2475,268,21,10,15,3,A,4.0,3,3
2476,333,11,3,5,5,B,3.0,3,3
2477,412,40,12,6,5,A,4.0,4,4
2478,129,31,8,4,3,B,3.0,4,4
2479,85,34,12,14,4,A,4.0,4,4
2480,163,27,3,3,4,B,3.0,4,4
2481,3,20,12,4,2,B,3.0,3,3
2482,276,30,6,2,1,A,4.0,3,3
2483,240,39,3,2,3,F,0.0,4,0
2484,453,15,6,11,1,B,3.0,3,3
2485,141,19,14,15,4,A,4.0,3,3
2486,374,20,6,10,4,C,2.0,3,3
2487,288,35,11,11,2,B,3.0,3,3
2488,304,10,2,12,2,C,2.0,4,4
2489,92,17,10,2,2,F,0.0,4,0
2490,301,42,13,7,3,A,4.0,3,3
2491,396,38,10,5,5,F,0.0,3,0
2492,108,11,1,13,2,B,3.0,3,3
2493,47,40,3,3,2,F,0.0,4,0
2494,448,1,6,2,1,B,3.0,3,3
2495,262,29,7,11,4,C,2.0,4,4
2496,155,33,13,2,2,F,0.0,3,0
2497,202,25,13,7,4,D,1.0,3,3
2498,160,34,6,9,1,A,4.0,4,4
2499,432,14,3,11,3,B,3.0,4,4
2500,431,28,9,8,4,C,2.0,4,4
2501,351,8,9,15,4,D,1.0,4,4
2502,92,2,14,6,4,D,1.0,3,3
2503,373,28,4,10,5,B,3.0,4,4
2504,196,24,3,15,1,B,3.0,3,3
2505,227,24,9,4,1,A,4.0,3,3
2506,159,22,2,15,3,C,2.0,4,4
2507,258,1,10,5,1,C,2.0,3,3
2508,329,31,7,1,3,C,2.0,4,4
2509,321,4,10,14,1,F,0.0,3,0
2510,312,41,8,8,2,F,0.0,4,0
2511,384,42,13,9,1,B,3.0,3,3
2512,190,2,10,15,2,B,3.0,3,3
2513,446,9,2,7,1,B,3.0,4,4
2514,228,41,12,1,3,B,3.0,4,4
2515,440,35,5,14,2,A,4.0,3,3
2516,378,2,6,14,3,B,3.0,3,3
2517,464,38,12,6,5,A,4.0,3,3
2518,482,43,7,7,1,B,3.0,4,4
2519,99,49,9,3,3,B,3.0,4,4
2520,89,29,1,5,5,B,3.0,4,4
2521,353,33,7,3,1,C,2.0,3,3
2522,141,36,6,2,3,F,0.0,3,0
2523,291,45,2,10,4,B,3.0,3,3
2524,60,6,3,12,1,B,3.0,4,4
2525,163,38,11,1,2,A,4.0,3,3
2526,112,41,6,8,1,B,3.0,4,4
2527,158,44,11,15,2,B,3.0,3,3
2528,159,4,7,12,3,B,3.0,3,3
2529,143,9,10,6,4,B,3.0,4,4
2530,428,13,5,15,2,B,3.0,3,3
2531,152,17,12,8,3,B,3.0,4,4
2532,251,23,10,6,3,F,0.0,3,0
2533,231,41,11,14,2,B,3.0,4,4
2534,487,38,7,3,5,A,4.0,3,3
2535,108,45,7,6,3,B,3.0,3,3
2536,176,45,9,9,3,B,3.0,3,3
2537,263,50,4,5,2,F,0.0,3,0
2538,134,3,15,2,5,B,3.0,4,4
2539,244,9,8,10,3,D,1.0,4,4
2540,289,25,11,10,1,C,2.0,3,3
2541,360,7,11,6,1,B,3.0,3,3
2542,216,31,6,6,1,B,3.0,4,4
2543,468,23,5,3,4,F,0.0,3,0
2544,96,49,1,8,5,F,0.0,4,0
2545,304,37,12,7,4,F,0.0,3,0
2546,428,16,5,12,3,A,4.0,4,4
2547,173,31,11,7,3,B,3.0,4,4
2548,498,15,13,15,5,B,3.0,3,3
2549,216,28,13,5,5,D,1.0,4,4
2550,304,2,3,9,2,C,2.0,3,3
2551,454,39,12,9,2,A,4.0,4,4
2552,385,9,3,11,3,B,3.0,4,4
2553,497,6,5,13,2,D,1.0,4,4
2554,235,26,3,8,1,B,3.0,4,4
2555,103,12,5,5,1,B,3.0,4,4
2556,121,14,7,2,2,B,3.0,4,4
2557,351,36,14,13,3,A,4.0,3,3
2558,245,11,6,2,4,F,0.0,3,0
2559,352,26,12,4,4,D,1.0,4,4
2560,426,30,12,4,1,D,1.0,3,3
2561,66,21,13,15,2,D,1.0,3,3
2562,396,21,15,5,4,A,4.0,3,3
2563,202,35,2,6,4,A,4.0,3,3
2564,14,15,15,10,2,B,3.0,3,3
2565,189,24,6,9,1,A,4.0,3,3
2566,307,49,7,15,1,B,3.0,4,4
2567,71,32,4,1,2,C,2.0,4,4
2568,223,6,6,7,2,F,0.0,4,0
2569,78,19,5,7,4,B,3.0,3,3
2570,134,27,3,3,4,F,0.0,4,0
2571,428,7,8,13,1,D,1.0,3,3
2572,352,47,2,11,4,A,4.0,4,4
2573,83,21,3,10,5,D,1.0,3,3
2574,352,30,1,8,4,F,0.0,3,0
2575,395,4,5,7,3,B,3.0,3,3
2576,310,29,9,6,4,C,2.0,4,4
2577,433,35,6,2,2,F,0.0,3,0
2578,273,49,7,14,1,B,3.0,4,4
2579,4,22,15,12,5,C,2.0,4,4
2580,102,33,14,10,4,F,0.0,3,0
2581,25,30,5,1,1,F,0.0,3,0
2582,236,24,1,15,5,D,1.0,3,3
2583,130,28,6,11,3,A,4.0,4,4
2584,278,18,3,5,3,F,0.0,3,0
2585,9,29,6,5,1,A,4.0,4,4
2586,58,23,12,1,5,D,1.0,3,3
2587,128,12,2,9,1,B,3.0,4,4
2588,373,10,11,8,4,C,2.0,4,4
2589,177,30,12,10,2,F,0.0,3,0
2590,292,30,1,2,3,D,1.0,3,3
2591,20,10,10,12,1,D,1.0,4,4
2592,263,47,2,6,3,F,0.0,4,0
2593,206,2,3,12,3,B,3.0,3,3
2594,429,28,2,13,2,A,4.0,4,4
2595,134,20,10,9,5,B,3.0,3,3
2596,356,4,6,10,4,B,3.0,3,3
2597,390,28,5,12,2,C,2.0,4,4
2598,257,43,1,10,4,B,3.0,4,4
2599,348,19,5,1,4,B,3.0,3,3
2600,10,27,11,3,3,C,2.0,4,4
2601,237,39,13,11,3,B,3.0,4,4
2602,114,15,1,12,3,B,3.0,3,3
2603,33,40,5,12,5,F,0.0,4,0
2604,302,27,11,10,3,F,0.0,4,0
2605,200,31,15,9,1,C,2.0,4,4
2606,175,21,6,14,4,B,3.0,3,3
2607,237,48,8,4,5,B,3.0,4,4
2608,345,25,5,7,1,A,4.0,3,3
2609,496,6,11,8,5,D,1.0,4,4
2610,43,14,12,9,3,C,2.0,4,4
2611,150,49,6,8,4,A,4.0,4,4
2612,80,40,10,3,5,D,1.0,4,4
2613,290,28,7,13,1,C,2.0,4,4
2614,285,48,8,4,4,F,0.0,4,0
2615,68,25,10,14,1,B,3.0,3,3
2616,203,14,4,2,5,C,2.0,4,4
2617,92,11,13,13,4,F,0.0,3,0
2618,210,23,13,4,4,A,4.0,3,3
2619,143,21,13,6,1,C,2.0,3,3
2620,258,35,9,7,2,D,1.0,3,3
2621,254,49,8,5,4,B,3.0,4,4
2622,474,12,7,5,1,F,0.0,4,0
2623,425,22,13,8,2,B,3.0,4,4
2624,197,38,11,7,4,F,0.0,3,0
2625,97,41,1,10,2,B,3.0,4,4
2626,313,40,9,2,5,A,4.0,4,4
2627,375,27,1,6,5,B,3.0,4,4
2628,86,37,11,8,1,D,1.0,3,3
2629,12,48,10,15,4,F,0.0,4,0
2630,262,13,14,15,2,F,0.0,3,0
2631,189,47,14,4,2,F,0.0,4,0
2632,480,46,15,4,3,B,3.0,3,3
2633,151,5,15,1,2,A,4.0,3,3
2634,237,30,4,11,5,F,0.0,3,0
2635,124,12,8,9,1,A,4.0,4,4
2636,429,22,14,15,2,B,3.0,4,4
2637,237,47,2,1,1,F,0.0,4,0
2638,444,34,8,14,4,B,3.0,4,4
2639,401,27,5,15,5,B,3.0,4,4
2640,367,50,10,11,5,A,4.0,3,3
2641,225,31,14,12,1,C,2.0,4,4
2642,416,26,14,14,1,D,1.0,4,4
2643,205,46,15,9,4,F,0.0,3,0
